bid,from_sh,to_sh,gfa_before,gfa_after,h_before,h_after,area,weakness
84,resident,developer,1514.44,1514.44,6.0,6.0,252.4,0.687
255,resident,developer,802.98,802.98,6.0,6.0,133.8,0.6658
517,resident,developer,510.36,510.36,6.0,6.0,85.1,0.6658
739,resident,developer,2625.52,2625.52,6.0,6.0,437.6,0.6658
761,resident,developer,738.98,738.98,6.0,6.0,123.2,0.6658
819,resident,developer,563.37,563.37,6.0,6.0,93.9,0.6658
822,resident,developer,1353.57,1353.57,6.0,6.0,225.6,0.6658
851,resident,developer,1736.79,1736.79,6.0,6.0,289.5,0.6658
917,resident,developer,1932.46,1932.46,6.0,6.0,322.1,0.6658
394,resident,developer,3514.41,3514.41,6.0,6.0,585.7,0.6587
774,resident,developer,1325.19,1325.19,6.0,6.0,220.9,0.6587
377,resident,developer,155.45,155.45,6.0,6.0,25.9,0.6444
694,resident,developer,1368.24,1368.24,12.0,12.0,114.0,0.5812
844,resident,developer,2505.9,2505.9,12.0,12.0,208.8,0.5812
849,resident,developer,2564.47,2564.47,12.0,12.0,213.7,0.5812
834,resident,developer,1360.94,1360.94,12.0,12.0,113.4,0.574
25,resident,developer,2752.51,2752.51,12.0,12.0,229.4,0.5388
29,resident,developer,8149.78,8149.78,12.0,12.0,679.1,0.5388
30,resident,developer,4778.94,4778.94,12.0,12.0,398.2,0.5388
34,resident,developer,14016.75,14016.75,12.0,12.0,1168.1,0.5388
35,resident,developer,4204.7,4204.7,12.0,12.0,350.4,0.5388
57,resident,developer,736.98,736.98,12.0,12.0,61.4,0.5388
64,resident,developer,499.3,499.3,12.0,12.0,41.6,0.5388
112,resident,developer,2782.03,2782.03,12.0,12.0,231.8,0.5388
113,resident,developer,4699.05,4699.05,12.0,12.0,391.6,0.5388
124,resident,developer,4991.71,4991.71,12.0,12.0,416.0,0.5388
128,resident,developer,3221.03,3221.03,12.0,12.0,268.4,0.5388
137,resident,developer,2282.59,2282.59,12.0,12.0,190.2,0.5388
156,resident,developer,2341.34,2341.34,12.0,12.0,195.1,0.5388
157,resident,developer,1721.13,1721.13,12.0,12.0,143.4,0.5388
206,resident,developer,7519.0,7519.0,12.0,12.0,626.6,0.5388
212,resident,developer,2249.72,2249.72,12.0,12.0,187.5,0.5388
230,resident,developer,1490.68,1490.68,12.0,12.0,124.2,0.5388
242,resident,developer,1843.61,1843.61,12.0,12.0,153.6,0.5388
263,resident,developer,2403.38,2403.38,12.0,12.0,200.3,0.5388
272,resident,developer,7798.9,7798.9,12.0,12.0,649.9,0.5388
277,resident,developer,3158.9,3158.9,12.0,12.0,263.2,0.5388
319,resident,developer,2897.12,2897.12,12.0,12.0,241.4,0.5388
321,resident,developer,1794.21,1794.21,12.0,12.0,149.5,0.5388
344,resident,developer,1307.83,1307.83,12.0,12.0,109.0,0.5388
345,resident,developer,2842.09,2842.09,12.0,12.0,236.8,0.5388
355,resident,developer,3321.5,3321.5,12.0,12.0,276.8,0.5388
381,resident,developer,1044.45,1044.45,12.0,12.0,87.0,0.5388
389,resident,developer,4556.25,4556.25,12.0,12.0,379.7,0.5388
392,resident,developer,2450.78,2450.78,12.0,12.0,204.2,0.5388
395,resident,developer,4590.77,4590.77,12.0,12.0,382.6,0.5388
435,resident,developer,2630.48,2630.48,12.0,12.0,219.2,0.5388
473,resident,developer,4950.22,4950.22,12.0,12.0,412.5,0.5388
515,resident,developer,2077.96,2077.96,12.0,12.0,173.2,0.5388
521,resident,developer,1721.35,1721.35,12.0,12.0,143.4,0.5388
523,resident,developer,18793.31,18793.31,12.0,12.0,1566.1,0.5388
563,resident,developer,2107.36,2107.36,12.0,12.0,175.6,0.5388
568,resident,developer,3566.92,3566.92,12.0,12.0,297.2,0.5388
570,resident,developer,3314.41,3314.41,12.0,12.0,276.2,0.5388
585,resident,developer,4475.85,4475.85,12.0,12.0,373.0,0.5388
593,resident,developer,5050.43,5050.43,12.0,12.0,420.9,0.5388
613,resident,developer,5060.94,5060.94,12.0,12.0,421.7,0.5388
616,resident,developer,1278.6,1278.6,12.0,12.0,106.6,0.5388
617,resident,developer,2729.07,2729.07,12.0,12.0,227.4,0.5388
620,resident,developer,1944.34,1944.34,12.0,12.0,162.0,0.5388
629,resident,developer,1404.85,1404.85,12.0,12.0,117.1,0.5388
632,resident,developer,1741.21,1741.21,12.0,12.0,145.1,0.5388
633,resident,developer,2473.12,2473.12,12.0,12.0,206.1,0.5388
634,resident,developer,1602.42,1602.42,12.0,12.0,133.5,0.5388
636,resident,developer,1939.03,1939.03,12.0,12.0,161.6,0.5388
647,resident,developer,1252.85,1252.85,12.0,12.0,104.4,0.5388
648,resident,developer,2348.68,2348.68,12.0,12.0,195.7,0.5388
649,resident,developer,2752.8,2752.8,12.0,12.0,229.4,0.5388
650,resident,developer,2398.08,2398.08,12.0,12.0,199.8,0.5388
653,resident,developer,6314.3,6314.3,12.0,12.0,526.2,0.5388
656,resident,developer,4455.83,4455.83,12.0,12.0,371.3,0.5388
658,resident,developer,4250.99,4250.99,12.0,12.0,354.2,0.5388
669,resident,developer,2169.45,2169.45,12.0,12.0,180.8,0.5388
673,resident,developer,788.37,788.37,12.0,12.0,65.7,0.5388
674,resident,developer,1841.93,1841.93,12.0,12.0,153.5,0.5388
746,resident,developer,2213.07,2213.07,12.0,12.0,184.4,0.5388
750,resident,developer,2601.01,2601.01,12.0,12.0,216.8,0.5388
757,resident,developer,7186.27,7186.27,12.0,12.0,598.9,0.5388
764,resident,developer,1349.9,1349.9,12.0,12.0,112.5,0.5388
765,resident,developer,1331.57,1331.57,12.0,12.0,111.0,0.5388
766,resident,developer,3790.05,3790.05,12.0,12.0,315.8,0.5388
768,resident,developer,2279.28,2279.28,12.0,12.0,189.9,0.5388
770,resident,developer,7150.06,7150.06,12.0,12.0,595.8,0.5388
771,resident,developer,1199.95,1199.95,12.0,12.0,100.0,0.5388
778,resident,developer,2738.03,2738.03,12.0,12.0,228.2,0.5388
781,resident,developer,2099.79,2099.79,12.0,12.0,175.0,0.5388
783,resident,developer,3107.34,3107.34,12.0,12.0,258.9,0.5388
788,resident,developer,6306.86,6306.86,12.0,12.0,525.6,0.5388
792,resident,developer,4331.06,4331.06,12.0,12.0,360.9,0.5388
794,resident,developer,9748.93,9748.93,12.0,12.0,812.4,0.5388
795,resident,developer,5461.43,5461.43,12.0,12.0,455.1,0.5388
796,resident,developer,27136.39,27136.39,12.0,12.0,2261.4,0.5388
803,resident,developer,4863.88,4863.88,12.0,12.0,405.3,0.5388
816,resident,developer,2282.82,2282.82,12.0,12.0,190.2,0.5388
817,resident,developer,3991.23,3991.23,12.0,12.0,332.6,0.5388
821,resident,developer,2752.86,2752.86,12.0,12.0,229.4,0.5388
838,resident,developer,2922.87,2922.87,12.0,12.0,243.6,0.5388
861,resident,developer,3832.1,3832.1,12.0,12.0,319.3,0.5388
867,resident,developer,5033.42,5033.42,12.0,12.0,419.5,0.5388
868,resident,developer,3445.81,3445.81,12.0,12.0,287.2,0.5388
869,resident,developer,3749.51,3749.51,12.0,12.0,312.5,0.5388
871,resident,developer,1530.9,1530.9,12.0,12.0,127.6,0.5388
872,resident,developer,2765.41,2765.41,12.0,12.0,230.5,0.5388
874,resident,developer,1558.33,1558.33,12.0,12.0,129.9,0.5388
877,resident,developer,2831.29,2831.29,12.0,12.0,235.9,0.5388
879,resident,developer,5490.88,5490.88,12.0,12.0,457.6,0.5388
884,resident,developer,1104.67,1104.67,12.0,12.0,92.1,0.5388
900,resident,developer,2370.53,2370.53,12.0,12.0,197.5,0.5388
915,resident,developer,3431.54,3431.54,12.0,12.0,286.0,0.5388
916,resident,developer,4627.9,4627.9,12.0,12.0,385.7,0.5388
919,resident,developer,4508.9,4508.9,12.0,12.0,375.7,0.5388
290,resident,developer,2957.68,2957.68,12.0,12.0,246.5,0.5317
336,resident,developer,3200.76,3200.76,12.0,12.0,266.7,0.5317
341,resident,developer,3577.53,3577.53,12.0,12.0,298.1,0.5317
343,resident,developer,1561.87,1561.87,12.0,12.0,130.2,0.5317
367,resident,developer,4940.14,4940.14,12.0,12.0,411.7,0.5317
535,resident,developer,4413.99,4413.99,12.0,12.0,367.8,0.5317
538,resident,developer,4615.06,4615.06,12.0,12.0,384.6,0.5317
541,resident,developer,1064.6,1064.6,12.0,12.0,88.7,0.5317
773,resident,developer,1810.89,1810.89,12.0,12.0,150.9,0.5317
810,resident,developer,23047.03,23047.03,12.0,12.0,1920.6,0.5317
832,resident,developer,2187.65,2187.65,12.0,12.0,182.3,0.5317
855,resident,developer,2180.33,2180.33,12.0,12.0,181.7,0.5317
