bid,from_sh,to_sh,gfa_before,gfa_after,h_before,h_after,area,weakness
84,resident,developer,1514.44,7153.49,6.0,28.34,252.4,0.687
255,resident,developer,802.98,3160.73,6.0,23.62,133.8,0.6658
517,resident,developer,510.36,2008.91,6.0,23.62,85.1,0.6658
739,resident,developer,2625.52,10334.75,6.0,23.62,437.6,0.6658
761,resident,developer,738.98,2908.83,6.0,23.62,123.2,0.6658
819,resident,developer,563.37,2217.59,6.0,23.62,93.9,0.6658
822,resident,developer,1353.57,5328.01,6.0,23.62,225.6,0.6658
851,resident,developer,1736.79,6836.46,6.0,23.62,289.5,0.6658
917,resident,developer,1932.46,7606.66,6.0,23.62,322.1,0.6658
394,resident,developer,3514.41,13833.67,6.0,23.62,585.7,0.6587
774,resident,developer,1325.19,5216.29,6.0,23.62,220.9,0.6587
377,resident,developer,155.45,611.91,6.0,23.62,25.9,0.6444
694,resident,developer,1368.24,3231.45,12.0,28.34,114.0,0.5812
844,resident,developer,2505.9,5918.34,12.0,28.34,208.8,0.5812
849,resident,developer,2564.47,6056.65,12.0,28.34,213.7,0.5812
834,resident,developer,1360.94,3214.22,12.0,28.34,113.4,0.574
25,resident,developer,2752.51,5417.3,12.0,23.62,229.4,0.5388
29,resident,developer,8149.78,16039.85,12.0,23.62,679.1,0.5388
30,resident,developer,4778.94,9405.59,12.0,23.62,398.2,0.5388
34,resident,developer,14016.75,27586.84,12.0,23.62,1168.1,0.5388
35,resident,developer,4204.7,8275.4,12.0,23.62,350.4,0.5388
57,resident,developer,736.98,1450.48,12.0,23.62,61.4,0.5388
64,resident,developer,499.3,982.68,12.0,23.62,41.6,0.5388
112,resident,developer,2782.03,5475.4,12.0,23.62,231.8,0.5388
113,resident,developer,4699.05,9248.36,12.0,23.62,391.6,0.5388
124,resident,developer,4991.71,9824.35,12.0,23.62,416.0,0.5388
128,resident,developer,3221.03,6339.43,12.0,23.62,268.4,0.5388
137,resident,developer,2282.59,4492.45,12.0,23.62,190.2,0.5388
156,resident,developer,2341.34,4608.07,12.0,23.62,195.1,0.5388
157,resident,developer,1721.13,3387.4,12.0,23.62,143.4,0.5388
206,resident,developer,7519.0,14798.41,12.0,23.62,626.6,0.5388
212,resident,developer,2249.72,4427.76,12.0,23.62,187.5,0.5388
230,resident,developer,1490.68,2933.86,12.0,23.62,124.2,0.5388
242,resident,developer,1843.61,3628.47,12.0,23.62,153.6,0.5388
263,resident,developer,2403.38,4730.17,12.0,23.62,200.3,0.5388
272,resident,developer,7798.9,15349.27,12.0,23.62,649.9,0.5388
277,resident,developer,3158.9,6217.14,12.0,23.62,263.2,0.5388
319,resident,developer,2897.12,5701.92,12.0,23.62,241.4,0.5388
321,resident,developer,1794.21,3531.24,12.0,23.62,149.5,0.5388
344,resident,developer,1307.83,2573.99,12.0,23.62,109.0,0.5388
345,resident,developer,2842.09,5593.61,12.0,23.62,236.8,0.5388
355,resident,developer,3321.5,6537.16,12.0,23.62,276.8,0.5388
381,resident,developer,1044.45,2055.62,12.0,23.62,87.0,0.5388
389,resident,developer,4556.25,8967.31,12.0,23.62,379.7,0.5388
392,resident,developer,2450.78,4823.47,12.0,23.62,204.2,0.5388
395,resident,developer,4590.77,9035.26,12.0,23.62,382.6,0.5388
435,resident,developer,2630.48,5177.13,12.0,23.62,219.2,0.5388
473,resident,developer,4950.22,9742.69,12.0,23.62,412.5,0.5388
515,resident,developer,2077.96,4089.7,12.0,23.62,173.2,0.5388
521,resident,developer,1721.35,3387.85,12.0,23.62,143.4,0.5388
523,resident,developer,18793.31,36987.74,12.0,23.62,1566.1,0.5388
563,resident,developer,2107.36,4147.56,12.0,23.62,175.6,0.5388
568,resident,developer,3566.92,7020.18,12.0,23.62,297.2,0.5388
570,resident,developer,3314.41,6523.2,12.0,23.62,276.2,0.5388
585,resident,developer,4475.85,8809.07,12.0,23.62,373.0,0.5388
593,resident,developer,5050.43,9939.92,12.0,23.62,420.9,0.5388
613,resident,developer,5060.94,9960.62,12.0,23.62,421.7,0.5388
616,resident,developer,1278.6,2516.46,12.0,23.62,106.6,0.5388
617,resident,developer,2729.07,5371.17,12.0,23.62,227.4,0.5388
620,resident,developer,1944.34,3826.71,12.0,23.62,162.0,0.5388
629,resident,developer,1404.85,2764.93,12.0,23.62,117.1,0.5388
632,resident,developer,1741.21,3426.94,12.0,23.62,145.1,0.5388
633,resident,developer,2473.12,4867.44,12.0,23.62,206.1,0.5388
634,resident,developer,1602.42,3153.78,12.0,23.62,133.5,0.5388
636,resident,developer,1939.03,3816.27,12.0,23.62,161.6,0.5388
647,resident,developer,1252.85,2465.79,12.0,23.62,104.4,0.5388
648,resident,developer,2348.68,4622.52,12.0,23.62,195.7,0.5388
649,resident,developer,2752.8,5417.87,12.0,23.62,229.4,0.5388
650,resident,developer,2398.08,4719.75,12.0,23.62,199.8,0.5388
653,resident,developer,6314.3,12427.39,12.0,23.62,526.2,0.5388
656,resident,developer,4455.83,8769.67,12.0,23.62,371.3,0.5388
658,resident,developer,4250.99,8366.52,12.0,23.62,354.2,0.5388
669,resident,developer,2169.45,4269.77,12.0,23.62,180.8,0.5388
673,resident,developer,788.37,1551.61,12.0,23.62,65.7,0.5388
674,resident,developer,1841.93,3625.16,12.0,23.62,153.5,0.5388
746,resident,developer,2213.07,4355.61,12.0,23.62,184.4,0.5388
750,resident,developer,2601.01,5119.13,12.0,23.62,216.8,0.5388
757,resident,developer,7186.27,14143.54,12.0,23.62,598.9,0.5388
764,resident,developer,1349.9,2656.78,12.0,23.62,112.5,0.5388
765,resident,developer,1331.57,2620.7,12.0,23.62,111.0,0.5388
766,resident,developer,3790.05,7459.32,12.0,23.62,315.8,0.5388
768,resident,developer,2279.28,4485.93,12.0,23.62,189.9,0.5388
770,resident,developer,7150.06,14072.27,12.0,23.62,595.8,0.5388
771,resident,developer,1199.95,2361.66,12.0,23.62,100.0,0.5388
778,resident,developer,2738.03,5388.81,12.0,23.62,228.2,0.5388
781,resident,developer,2099.79,4132.67,12.0,23.62,175.0,0.5388
783,resident,developer,3107.34,6115.66,12.0,23.62,258.9,0.5388
788,resident,developer,6306.86,12412.75,12.0,23.62,525.6,0.5388
792,resident,developer,4331.06,8524.11,12.0,23.62,360.9,0.5388
794,resident,developer,9748.93,19187.2,12.0,23.62,812.4,0.5388
795,resident,developer,5461.43,10748.82,12.0,23.62,455.1,0.5388
796,resident,developer,27136.39,53408.04,12.0,23.62,2261.4,0.5388
803,resident,developer,4863.88,9572.77,12.0,23.62,405.3,0.5388
816,resident,developer,2282.82,4492.89,12.0,23.62,190.2,0.5388
817,resident,developer,3991.23,7855.28,12.0,23.62,332.6,0.5388
821,resident,developer,2752.86,5417.99,12.0,23.62,229.4,0.5388
838,resident,developer,2922.87,5752.6,12.0,23.62,243.6,0.5388
861,resident,developer,3832.1,7542.09,12.0,23.62,319.3,0.5388
867,resident,developer,5033.42,9906.45,12.0,23.62,419.5,0.5388
868,resident,developer,3445.81,6781.82,12.0,23.62,287.2,0.5388
869,resident,developer,3749.51,7379.54,12.0,23.62,312.5,0.5388
871,resident,developer,1530.9,3013.02,12.0,23.62,127.6,0.5388
872,resident,developer,2765.41,5442.7,12.0,23.62,230.5,0.5388
874,resident,developer,1558.33,3067.01,12.0,23.62,129.9,0.5388
877,resident,developer,2831.29,5572.35,12.0,23.62,235.9,0.5388
879,resident,developer,5490.88,10806.79,12.0,23.62,457.6,0.5388
884,resident,developer,1104.67,2174.14,12.0,23.62,92.1,0.5388
900,resident,developer,2370.53,4665.51,12.0,23.62,197.5,0.5388
915,resident,developer,3431.54,6753.74,12.0,23.62,286.0,0.5388
916,resident,developer,4627.9,9108.33,12.0,23.62,385.7,0.5388
919,resident,developer,4508.9,8874.12,12.0,23.62,375.7,0.5388
290,resident,developer,2957.68,5821.11,12.0,23.62,246.5,0.5317
336,resident,developer,3200.76,6299.52,12.0,23.62,266.7,0.5317
341,resident,developer,3577.53,7041.06,12.0,23.62,298.1,0.5317
343,resident,developer,1561.87,3073.97,12.0,23.62,130.2,0.5317
367,resident,developer,4940.14,9722.85,12.0,23.62,411.7,0.5317
535,resident,developer,4413.99,8687.32,12.0,23.62,367.8,0.5317
538,resident,developer,4615.06,9083.05,12.0,23.62,384.6,0.5317
541,resident,developer,1064.6,2095.27,12.0,23.62,88.7,0.5317
773,resident,developer,1810.89,3564.08,12.0,23.62,150.9,0.5317
810,resident,developer,23047.03,45359.64,12.0,23.62,1920.6,0.5317
832,resident,developer,2187.65,4305.59,12.0,23.62,182.3,0.5317
855,resident,developer,2180.33,4291.18,12.0,23.62,181.7,0.5317
858,resident,developer,5525.89,10875.69,12.0,23.62,460.5,0.5317
266,resident,developer,3674.69,7232.28,12.0,23.62,306.2,0.5245
388,resident,developer,4934.66,9712.06,12.0,23.62,411.2,0.5031
390,resident,developer,5282.06,10395.8,12.0,23.62,440.2,0.5031
354,resident,developer,3418.2,5381.97,18.0,28.34,189.9,0.4753
359,resident,developer,3681.79,5797.01,18.0,28.34,204.5,0.4753
711,resident,developer,9802.54,15434.17,18.0,28.34,544.6,0.4753
762,resident,developer,2164.81,3408.5,18.0,28.34,120.3,0.4753
850,resident,developer,1657.24,2609.34,18.0,28.34,92.1,0.4682
37,resident,developer,2946.48,3866.04,18.0,23.62,163.7,0.4118
38,resident,developer,6008.06,7883.11,18.0,23.62,333.8,0.4118
108,resident,developer,3871.12,5079.25,18.0,23.62,215.1,0.4118
114,resident,developer,12694.29,16656.04,18.0,23.62,705.2,0.4118
126,resident,developer,2598.31,3409.21,18.0,23.62,144.4,0.4118
127,resident,developer,2068.6,2714.18,18.0,23.62,114.9,0.4118
130,resident,developer,5726.05,7513.09,18.0,23.62,318.1,0.4118
142,resident,developer,12488.95,16386.61,18.0,23.62,693.8,0.4118
146,resident,developer,4249.73,5576.03,18.0,23.62,236.1,0.4118
150,resident,developer,9630.06,12635.49,18.0,23.62,535.0,0.4118
153,resident,developer,3451.61,4528.82,18.0,23.62,191.8,0.4118
211,resident,developer,22560.33,29601.16,18.0,23.62,1253.4,0.4118
213,resident,developer,8708.64,11426.51,18.0,23.62,483.8,0.4118
216,resident,developer,2790.2,3660.99,18.0,23.62,155.0,0.4118
221,resident,developer,13547.75,17775.86,18.0,23.62,752.7,0.4118
225,resident,developer,1561.03,2048.21,18.0,23.62,86.7,0.4118
226,resident,developer,2183.8,2865.34,18.0,23.62,121.3,0.4118
227,resident,developer,2823.16,3704.23,18.0,23.62,156.8,0.4118
228,resident,developer,2578.92,3383.78,18.0,23.62,143.3,0.4118
243,resident,developer,7028.91,9222.56,18.0,23.62,390.5,0.4118
245,resident,developer,2812.13,3689.76,18.0,23.62,156.2,0.4118
247,resident,developer,8132.01,10669.93,18.0,23.62,451.8,0.4118
275,resident,developer,7335.7,9625.09,18.0,23.62,407.5,0.4118
278,resident,developer,2658.61,3488.33,18.0,23.62,147.7,0.4118
280,resident,developer,4554.14,5975.43,18.0,23.62,253.0,0.4118
282,resident,developer,6225.11,8167.9,18.0,23.62,345.8,0.4118
285,resident,developer,3901.36,5118.93,18.0,23.62,216.7,0.4118
314,resident,developer,3873.94,5082.96,18.0,23.62,215.2,0.4118
318,resident,developer,4194.83,5504.0,18.0,23.62,233.0,0.4118
320,resident,developer,5387.93,7069.45,18.0,23.62,299.3,0.4118
348,resident,developer,4504.84,5910.75,18.0,23.62,250.3,0.4118
356,resident,developer,3670.89,4816.53,18.0,23.62,203.9,0.4118
357,resident,developer,7341.29,9632.43,18.0,23.62,407.8,0.4118
360,resident,developer,4373.32,5738.19,18.0,23.62,243.0,0.4118
362,resident,developer,5991.8,7861.78,18.0,23.62,332.9,0.4118
366,resident,developer,11832.88,15525.79,18.0,23.62,657.4,0.4118
370,resident,developer,6578.73,8631.88,18.0,23.62,365.5,0.4118
406,resident,developer,3632.54,4766.22,18.0,23.62,201.8,0.4118
410,resident,developer,3048.29,3999.62,18.0,23.62,169.3,0.4118
412,resident,developer,6107.56,8013.66,18.0,23.62,339.3,0.4118
413,resident,developer,7984.32,10476.14,18.0,23.62,443.6,0.4118
428,resident,developer,6722.1,8820.0,18.0,23.62,373.5,0.4118
431,resident,developer,4291.26,5630.51,18.0,23.62,238.4,0.4118
432,resident,developer,4274.82,5608.95,18.0,23.62,237.5,0.4118
438,resident,developer,1712.06,2246.37,18.0,23.62,95.1,0.4118
439,resident,developer,11018.86,14457.73,18.0,23.62,612.2,0.4118
459,resident,developer,4930.71,6469.53,18.0,23.62,273.9,0.4118
475,resident,developer,13722.44,18005.07,18.0,23.62,762.4,0.4118
477,resident,developer,6695.25,8784.77,18.0,23.62,372.0,0.4118
489,resident,developer,5787.02,7593.08,18.0,23.62,321.5,0.4118
507,resident,developer,23124.42,30341.3,18.0,23.62,1284.7,0.4118
519,resident,developer,6763.41,8874.2,18.0,23.62,375.7,0.4118
520,resident,developer,2746.32,3603.41,18.0,23.62,152.6,0.4118
529,resident,developer,6848.08,8985.29,18.0,23.62,380.4,0.4118
534,resident,developer,6587.48,8643.36,18.0,23.62,366.0,0.4118
551,resident,developer,4743.69,6224.15,18.0,23.62,263.5,0.4118
554,resident,developer,4167.61,5468.28,18.0,23.62,231.5,0.4118
560,resident,developer,7232.25,9489.35,18.0,23.62,401.8,0.4118
572,resident,developer,6009.06,7884.42,18.0,23.62,333.8,0.4118
573,resident,developer,8840.32,11599.29,18.0,23.62,491.1,0.4118
575,resident,developer,12335.59,16185.39,18.0,23.62,685.3,0.4118
586,resident,developer,11496.15,15083.98,18.0,23.62,638.7,0.4118
588,resident,developer,12231.51,16048.83,18.0,23.62,679.5,0.4118
595,resident,developer,12840.12,16847.38,18.0,23.62,713.3,0.4118
596,resident,developer,12423.17,16300.3,18.0,23.62,690.2,0.4118
599,resident,developer,15611.53,20483.72,18.0,23.62,867.3,0.4118
600,resident,developer,14088.93,18485.93,18.0,23.62,782.7,0.4118
601,resident,developer,10689.79,14025.95,18.0,23.62,593.9,0.4118
602,resident,developer,7325.63,9611.87,18.0,23.62,407.0,0.4118
604,resident,developer,7781.05,10209.43,18.0,23.62,432.3,0.4118
615,resident,developer,2107.14,2764.75,18.0,23.62,117.1,0.4118
