site,family,configuration,scenario,mode,row_type,gamma,far_mult,envelope_m,coverage,rebuild_direction,acquired_n,n_with_uplift,envelope_bind_n,envelope_bind_frac,envelope_clipped_gfa,clipped_frac_of_acquired_gfa,rebuild_target_h_min,rebuild_target_h_median,rebuild_target_h_max,h_target_residential_far2p5,h_target_default_far3p0,headroom_m,envelope_first_bites_below_m,envelope_bites_all_below_m,share_reached,target_met,gfa_change_pct
dapuqiao,居民/里弄+田子坊,developer_led,capital_deepen,B_grow,height_sweep,sweep_h60,1.0,60.0,0.318,up,460,300,0,0.0,0.0,0.0,27.52,27.52,33.02,27.52,33.02,26.98,33.02,27.52,0.8005,True,5.44
dapuqiao,居民/里弄+田子坊,developer_led,capital_deepen,B_grow,height_sweep,sweep_h80,1.0,80.0,0.318,up,460,300,0,0.0,0.0,0.0,27.52,27.52,33.02,27.52,33.02,46.98,33.02,27.52,0.8005,True,5.44
dapuqiao,居民/里弄+田子坊,developer_led,capital_deepen,B_grow,height_sweep,sweep_h120,1.0,120.0,0.318,up,460,300,0,0.0,0.0,0.0,27.52,27.52,33.02,27.52,33.02,86.98,33.02,27.52,0.8005,True,5.44
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,gamma_setting,strict,0.8,30.0,0.1805,up,613,475,475,0.7749,3120303.5,0.1559,38.78,38.78,46.53,38.78,46.53,-16.53,46.53,38.78,0.7575,False,4.79
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,gamma_setting,base,1.0,60.0,0.1805,up,613,542,0,0.0,0.0,0.0,48.47,48.47,58.17,48.47,58.17,1.83,58.17,48.47,0.7737,False,12.3
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,gamma_setting,permissive,1.5,120.0,0.1805,up,613,592,0,0.0,0.0,0.0,72.71,72.71,87.25,72.71,87.25,32.75,87.25,72.71,0.7956,False,24.34
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,gamma_setting,none,1.5,100000.0,0.1805,up,613,592,0,0.0,0.0,0.0,72.71,72.71,87.25,72.71,87.25,99912.75,87.25,72.71,0.7956,False,24.34
zhangjiang,产业/科技新城,state_led,state_civic,B_grow,gamma_setting,strict,0.8,30.0,0.1805,down,211,198,0,0.0,0.0,0.0,15.0,30.0,30.0,38.78,46.53,0.0,30.0,15.0,0.3,True,2.1
zhangjiang,产业/科技新城,state_led,state_civic,B_grow,gamma_setting,base,1.0,60.0,0.1805,down,211,198,0,0.0,0.0,0.0,15.0,30.0,30.0,48.47,58.17,30.0,30.0,15.0,0.3,True,2.1
zhangjiang,产业/科技新城,state_led,state_civic,B_grow,gamma_setting,permissive,1.5,120.0,0.1805,down,211,198,0,0.0,0.0,0.0,15.0,30.0,30.0,72.71,87.25,90.0,30.0,15.0,0.3,True,2.1
zhangjiang,产业/科技新城,state_led,state_civic,B_grow,gamma_setting,none,1.5,100000.0,0.1805,down,211,198,0,0.0,0.0,0.0,15.0,30.0,30.0,72.71,87.25,99970.0,30.0,15.0,0.3,True,2.1
zhangjiang,产业/科技新城,resident_led,resident_retain,B_grow,gamma_setting,strict,0.8,30.0,0.1805,down,1658,0,0,0.0,0.0,0.0,,,,38.78,46.53,,,,0.6723,False,-22.47
zhangjiang,产业/科技新城,resident_led,resident_retain,B_grow,gamma_setting,base,1.0,60.0,0.1805,down,1658,0,0,0.0,0.0,0.0,,,,48.47,58.17,,,,0.6723,False,-22.47
zhangjiang,产业/科技新城,resident_led,resident_retain,B_grow,gamma_setting,permissive,1.5,120.0,0.1805,down,1658,0,0,0.0,0.0,0.0,,,,72.71,87.25,,,,0.6723,False,-22.47
zhangjiang,产业/科技新城,resident_led,resident_retain,B_grow,gamma_setting,none,1.5,100000.0,0.1805,down,1658,0,0,0.0,0.0,0.0,,,,72.71,87.25,,,,0.6723,False,-22.47
zhangjiang,产业/科技新城,shared,shared_commons,B_grow,gamma_setting,strict,0.8,30.0,0.1805,down,13,0,0,0.0,0.0,0.0,,,,38.78,46.53,,,,0.3012,True,-1.71
zhangjiang,产业/科技新城,shared,shared_commons,B_grow,gamma_setting,base,1.0,60.0,0.1805,down,13,0,0,0.0,0.0,0.0,,,,48.47,58.17,,,,0.3012,True,-1.71
zhangjiang,产业/科技新城,shared,shared_commons,B_grow,gamma_setting,permissive,1.5,120.0,0.1805,down,13,0,0,0.0,0.0,0.0,,,,72.71,87.25,,,,0.3012,True,-1.71
zhangjiang,产业/科技新城,shared,shared_commons,B_grow,gamma_setting,none,1.5,100000.0,0.1805,down,13,0,0,0.0,0.0,0.0,,,,72.71,87.25,,,,0.3012,True,-1.71
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h20,1.0,20.0,0.1805,up,613,542,542,0.8842,9754836.6,0.5631,48.47,48.47,58.17,48.47,58.17,-38.17,58.17,48.47,0.7507,False,1.93
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h25,1.0,25.0,0.1805,up,613,542,542,0.8842,8477114.9,0.4558,48.47,48.47,58.17,48.47,58.17,-33.17,58.17,48.47,0.754,False,3.29
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h30,1.0,30.0,0.1805,up,613,542,542,0.8842,7064324.2,0.353,48.47,48.47,58.17,48.47,58.17,-28.17,58.17,48.47,0.7575,False,4.79
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h35,1.0,35.0,0.1805,up,613,542,542,0.8842,5399997.6,0.2491,48.47,48.47,58.17,48.47,58.17,-23.17,58.17,48.47,0.7615,False,6.56
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h40,1.0,40.0,0.1805,up,613,542,542,0.8842,3512125.6,0.149,48.47,48.47,58.17,48.47,58.17,-18.17,58.17,48.47,0.7659,False,8.56
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h45,1.0,45.0,0.1805,up,613,542,542,0.8842,1500034.5,0.0586,48.47,48.47,58.17,48.47,58.17,-13.17,58.17,48.47,0.7705,False,10.7
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h50,1.0,50.0,0.1805,up,613,542,11,0.0179,45158.7,0.0017,48.47,48.47,58.17,48.47,58.17,-8.17,58.17,48.47,0.7736,False,12.25
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h55,1.0,55.0,0.1805,up,613,542,11,0.0179,17515.3,0.0006,48.47,48.47,58.17,48.47,58.17,-3.17,58.17,48.47,0.7737,False,12.28
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h60,1.0,60.0,0.1805,up,613,542,0,0.0,0.0,0.0,48.47,48.47,58.17,48.47,58.17,1.83,58.17,48.47,0.7737,False,12.3
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h80,1.0,80.0,0.1805,up,613,542,0,0.0,0.0,0.0,48.47,48.47,58.17,48.47,58.17,21.83,58.17,48.47,0.7737,False,12.3
zhangjiang,产业/科技新城,developer_led,capital_deepen,B_grow,height_sweep,sweep_h120,1.0,120.0,0.1805,up,613,542,0,0.0,0.0,0.0,48.47,48.47,58.17,48.47,58.17,61.83,58.17,48.47,0.7737,False,12.3
